id,seed,forcedness,compression_score,stagnation,efficiency,auto_move_flag
16010377,U#WS#cHO#Kenr#qdtIp#Nivkzg#PAJCMlD#EBfmaRxGhTojQLFbXYVywusZ,154.500000,4465.000000,62.000000,0.505263,1
16010370,K#bS#RkN#dDUa#njxqB#HgJrMI#pPeXLlC#TomuvcQZGYfsyOFwEzVtihWA,89.000000,1183.000000,41.000000,0.726027,1
16010479,N#qY#QTi#mvtb#XJpkO#xnKeFc#ruzSEsa#ljLIARHgyDPwCBWVMdUhofZG,155.000000,1966.000000,44.000000,0.641304,1
16010480,n#yH#tbO#amVZ#JKXDw#MrdWqQ#jlIFghN#PpBRvEofzuGeskYCASciTUxL,127.000000,1605.000000,39.000000,0.725806,1
16010481,w#Bv#oOd#WJsC#tcPEV#lUXuap#IhgYqnb#GZLeDjmNyMirSTKHxAfFRkQz,105.000000,1307.000000,42.000000,0.769663,1
16010582,L#Wf#XxA#PSmV#CiZou#YjhMEF#nrpeNgk#ysOQqbzKwIlHRTvBcdaDtGUJ,164.000000,1933.000000,58.000000,0.561321,1
16010583,w#bg#aCt#KnUL#qhAcp#vzRVQD#ruHBPNF#lieJoYjyTWfdZOSxmXkEGsMI,124.000000,4656.000000,77.000000,0.500000,1
16010584,K#Lq#TBA#oRIQ#Ngrdl#kwZzUJ#FOWSvPs#bGafMtejcEumxpViYDXynChH,136.500000,3329.000000,58.000000,0.539604,1
16010585,A#ZX#FsN#rhtk#jJqoR#fGxpcV#UyMQBdH#CnOuKbageIvDlWPYLSEzTimw,101.000000,1878.000000,49.000000,0.686047,1
16010586,a#Ex#bhX#Louw#tWfqc#SVYlDA#IjdUmPK#JgiOnTesHNvRyMkrZzFCBpGQ,170.000000,2118.000000,53.000000,0.547170,1
16010587,f#kG#lzS#tmiI#TrNEa#FPvbKO#cjCuZMn#wHgLWYDeAxsqXBRyVhpoQUdJ,94.500000,1462.000000,60.000000,0.516667,1
16010588,K#ZU#epy#BukS#cvRFY#bDjhlQ#mLiCxEI#WHJVzTqoXsNAdPnMtOarGgwf,150.000000,2256.000000,50.000000,0.665049,1
16010581,H#sq#IKN#UeBV#JvbtM#lWoPCm#OFkDYfT#AzpdZEarQLXGgjcxRiSnyhuw,130.500000,1891.000000,63.000000,0.500000,1
16010589,Q#Uu#PNg#MLrB#EqKVa#YXxnZG#vyHSFjJ#AmDcWszhfipRlebIkOdoTtCw,174.000000,2521.000000,47.000000,0.605000,1
16010591,U#bn#lPg#VKkG#xYvwS#XAFZIs#EJqjNrm#RMDLOyuoBhtczfWiTdCHeQpa,137.500000,2851.000000,49.000000,0.727273,1
16010592,N#OV#BQD#iwHt#WlkZe#GsgoFT#vRnCLdc#EjrfIaAqKzpPxuyYXbMSUJhm,188.500000,3115.000000,56.000000,0.575893,1
16010593,k#Tw#lKc#JdLQ#IhXGE#fMiuoU#eYVODzb#ypBmHWrRqSxtnavFjgZCNPAs,98.000000,1249.000000,42.000000,0.708861,1
16010594,G#TV#tBw#ArCI#fQOyR#WPZpUX#JjeHsLq#nmckoYKzMdvaxFDgNluhibSE,157.500000,2044.000000,49.000000,0.577670,1
16010595,R#JH#TrN#VLzn#yBdpP#mkXfbG#YxIljQq#wEtSiseacCWOUMFhouDgZAvK,172.000000,1751.000000,67.000000,0.564000,1
16010596,O#Af#QkC#eWUb#huRnc#jyIpvY#EsSLZPD#FXgmwBVKdJrizoxTHaqMtNGl,126.500000,1975.000000,63.000000,0.657258,1
16010597,v#VI#pKL#WobO#kQTyE#PeuHNX#fCZYFtg#amADnGSMRjrwJqchdslUxzBi,152.000000,2162.000000,60.000000,0.505319,1
16010590,f#DO#dHJ#UubL#CxtPh#TzaESN#BkoZMli#ewWycnsIjXRqAYmrvKgGFpVQ,143.000000,375.000000,60.000000,0.525773,0
16010598,E#ly#IbC#RXBu#KcSoe#azDHJG#ZmFPYnf#AvwjkTqgUtLOhiQVpMxsdNrW,123.000000,3570.000000,52.000000,0.600000,1
16010580,J#eu#Yok#IrRH#MNyaT#AdZxvn#FGKWgpV#BqEzLcQwmsOlCSXftjPhbUDi,123.500000,2653.000000,49.000000,0.600000,1
16010578,B#WU#als#TvIM#Ywbyx#ANreHt#DRPFuQV#ZzfSJGmLnpkchKXdqiEjCoOg,133.000000,1025.000000,58.000000,0.548913,1
16010562,n#ZJ#GYy#gcuw#EOWNb#LrTaAK#hBfzMXC#FDSdQmseHUkpljioRIVvxqPt,88.000000,1885.000000,49.000000,0.589041,1
16010563,O#Fd#NGe#LyYC#aRHoE#mQsBZS#ubcfjqx#tkVnrUJlPTXIKzpAigMhDWwv,107.000000,1410.000000,50.000000,0.630682,1
16010564,o#vt#qZk#WFDs#BKlNR#TaiLAO#gxmSczI#JjudEpVQefHPbyMrwYGCXUhn,177.500000,2821.000000,51.000000,0.560606,1
16010565,R#iy#hlq#twNE#QvCGF#HjVdZY#pAfPOzS#srxDaKkIbogBmMcLUnXWTeuJ,135.000000,1774.000000,54.000000,0.547872,1
16010566,H#PV#oRW#MXSc#KJNYC#xzdQIb#lGEshjF#kDUTiarqvtyegmBfupOwnAZL,142.000000,1828.000000,47.000000,0.632979,1
16010567,M#bA#xDY#zVse#EGiKp#oLyBnW#hvHmtkN#ZudJgTUCcFPOfrSjQXlIRwqa,106.500000,1672.000000,50.000000,0.577381,1
16010568,A#Op#jlt#DLIB#YXcvi#UgHEZM#dwKQNJf#zrnCuRGomqkhyaxWVSPesFbT,146.500000,1939.000000,48.000000,0.658879,1
16010579,A#CB#bDa#mdEc#wXzyZ#fsTikW#NoPgrSU#JLHhlFKGxqpnMueYVQOIRtvj,145.000000,4560.000000,64.000000,0.539604,1
16010569,x#gS#etu#cTlA#JpfOo#vPmQCR#bBFysZW#kqDEUdMjGLIKYwzrhXNniHVa,115.000000,1715.000000,50.000000,0.614458,1
16010571,u#qp#WZm#GNdD#bLYsA#EIzVwo#JjiBCSR#hFxHUKgyQtPkXOveflTcranM,162.500000,2384.000000,56.000000,0.583333,1
16010572,o#Ma#qWC#XzYB#luENx#yQmAcP#RFtgdhs#UikvGjDITSpOrVZwHJebLKnf,150.500000,3870.000000,70.000000,0.486364,1
16010573,y#kN#bWz#stAU#gGfQK#xvPcJD#THMOXrl#SwmquhCZYBRnLFoaVIiejpdE,79.500000,2851.000000,56.000000,0.524096,1
16010574,X#Rm#pru#HTfs#SMFAL#qeQwWK#IJoxclP#BCgyNnVEYhjGZdOUazvkiDbt,147.500000,2249.000000,51.000000,0.618557,1
16010575,q#rx#QlZ#bYLy#GRhcA#KpdsHM#ONtFCnm#IJiSaUWvETkfgBDuVXewzojP,114.500000,1840.000000,54.000000,0.561111,1
16010576,c#FI#VYl#seEU#LHnAS#MqzhyR#owuxCrB#jfbvpJNPZXkKDitGmWTOgaQd,135.500000,2661.000000,52.000000,0.563218,1
16010577,z#Rn#YFr#qmNs#IxtUv#SHVceZ#Ddkjilw#QyJWMgbaOPoXBThEpuAKCfLG,162.000000,4192.000000,51.000000,0.545918,1
16010570,n#DA#xWq#avOo#MywUt#HFkirl#QBcjGbK#VdeCYEPNLZSfpXmsRIJhgTuz,99.500000,1076.000000,37.000000,0.724638,1
16010561,T#ri#sKv#UyCh#uIQVY#ZOwmnj#kFaWLSl#RAdEbtDxcqzPgXeJMoBNHfpG,134.000000,1742.000000,48.000000,0.618557,1
16010599,h#zn#YIc#swtu#CmvrA#jTSUbl#DFVGXeQ#ixaMogyOdLBKRpZPfkWEqHNJ,145.500000,3916.000000,47.000000,0.584270,1
16010601,e#VI#JBc#sdjN#SbZwa#DLhvkK#pnlRuif#QGYmPEoqFxHXgMtyCAWrzTUO,122.000000,1754.000000,52.000000,0.610465,1
16010622,g#mQ#aCJ#wcUO#BHspz#PRnNVA#WtZKFjo#XxkiTdGfSYrqlDEebvMuhLIy,143.000000,3831.000000,56.000000,0.641414,1
16010623,G#Qi#vyp#KISx#cJsUn#OLdzqf#EVFPZHj#oaDBTWtYbeAMrwCkhguRXNlm,156.000000,2106.000000,47.000000,0.601064,1
16010624,e#ga#iPs#QLVq#cTJZB#DjXENm#IlHSdOG#tyWRhAoMCpYuvkFxrnzUbwfK,120.000000,2564.000000,53.000000,0.563218,1
16010625,A#aH#vWI#SmJh#wqyUT#uzNCdE#nlfOsMQ#iGgeXoKjcZFLRBpPVbDYktrx,100.500000,1396.000000,50.000000,0.578947,1
16010626,i#Ip#sLR#cTtD#AZwzg#fkHQxn#KEyYqWo#SuhFOlPMXvbrUaCdBNeJjGmV,122.500000,1985.000000,43.000000,0.631250,1
16010627,h#Ym#Lij#OdnW#PAyKN#fxcvQk#szVHDqZ#EeolwGutgrUMFIbRBpTJXCSa,158.500000,2475.000000,56.000000,0.554455,1
16010628,q#zc#KFD#bfaH#ryCWk#MwvlPg#YxBSuAn#UVTeGNmJpERsXZdQjihLIOto,168.000000,4186.000000,52.000000,0.563158,1
16010621,E#mS#RIo#Txac#HLMlU#CJiQuf#hONZwAD#qWKvkFXVesGzgpjnPtdyBrbY,150.500000,4465.000000,57.000000,0.515000,1
16010629,Y#nC#LBG#SaNd#wiMRA#THjQgV#hokWbKI#EDcmzxfpFytJlXUOZrsveuPq,161.000000,4114.000000,73.000000,0.577869,1
16010631,N#Bq#KXH#msQa#vujzb#gFLeOI#MxJoclw#SVPfdthWiERTDAYkUrCyZnGp,142.500000,2105.000000,39.000000,0.630952,1
16010632,I#sX#Ueb#cSfh#nyjzM#oKOFPV#vwQJpEl#DuLYqixRBGkdrtCHAWTZNagm,212.500000,3316.000000,60.000000,0.516949,1
16010633,N#qP#lTy#DzdM#huOQa#IrtHBU#fKpVkvS#GeinCgRcAXsYjoxWbmFEwLJZ,155.000000,3094.000000,56.000000,0.587629,1
16010634,o#Cw#kRT#meDp#ANhqu#EFZxtY#GrUPyjs#gnVSOfHcIWaQMdJbBLlvizKX,135.500000,2044.000000,54.000000,0.594737,1
16010635,c#Vg#uWh#fvae#IHMDs#rKPRiX#FSmztQO#AEoqTjpnkNJCwYxBLGdUlybZ,145.000000,3403.000000,49.000000,0.554945,1
16010636,A#GZ#pSw#hgKl#INeyb#iXfMPu#zYCjmvx#QqDnVrTaWBEJoURHtdsOcFLk,150.500000,2067.000000,48.000000,0.550000,1
16010637,w#CR#TnV#oAkU#EzXdb#MQGHDj#FpOJSPN#hfuZeycvalqsgrIYLximKBtW,147.000000,3741.000000,52.000000,0.597701,1
16010630,C#IZ#cRu#bawQ#zHVEp#XyqOBi#jgmsSWn#xFhdATPGtfrJeYoLKvkMUDlN,116.500000,1949.000000,41.000000,0.652439,1
16010600,w#ji#MRS#kDCy#JWVaF#hXGQzf#BuOPHtN#qolEYnpUxsvcgTLeZIrbmAKd,148.000000,1734.000000,55.000000,0.566327,1
16010620,a#hg#OQK#PDXE#xmGVT#jIFcBz#JUClqsn#obyRMfitNpAZrvYSLwuWkedH,133.500000,2157.000000,32.000000,0.693333,1
16010618,r#iW#hmb#SKes#Lltzu#EqFCkR#JdOGnID#vXYcVUxwyANBaogQZjTMPfpH,134.000000,1236.000000,55.000000,0.773913,1
16010602,n#Bl#uhE#mcxS#OkYCi#VZMIJb#UgRGfzd#LHsFavXPTNjyrWDtqAopeQwK,117.000000,2630.000000,39.000000,0.611111,1
16010603,f#hZ#NKV#SqTP#IoXsn#xtYazU#MERkODy#JblQijmWpCHvFLeBgcrAwuGd,106.500000,1361.000000,48.000000,0.620000,1
16010604,b#aP#EJj#BkAM#RDHCV#mlgYpu#WwKyczT#sidqeIxOLntQfFZSGohNUvXr,145.000000,1774.000000,63.000000,0.484536,1
16010605,i#Pa#dLv#bhul#DfUeJ#rKAotk#YscpFBy#jmQnGCwVOZIHXSNWTxEgMqzR,136.000000,1482.000000,59.000000,0.537634,1
16010606,M#fw#Lot#xyPi#lUKvh#uCBYDX#kZepHna#GVORQrENqJcIdgmzSFATsbWj,144.000000,2976.000000,50.000000,0.606061,1
16010607,P#QV#hfm#XDNu#GzHwR#lyWjEK#dYSeLrq#IObUZoacBkvJnAFsMCptiTxg,145.500000,2605.000000,50.000000,0.633663,1
16010608,q#Jc#CIn#hBsG#vLwFd#oEgRua#XHmkezp#QfMUbiOrVZDxAjTyNPlKYtSW,139.000000,1857.000000,49.000000,0.607527,1
16010619,h#BH#sSy#vOno#IfFEG#etQkdg#biPzVcm#rTjqCDWKplRXUZANxwaMLYuJ,145.000000,2433.000000,60.000000,0.515152,1
16010609,r#JT#wpN#XKqb#HdsLF#iAMtvk#PORUjlW#xnDZcmSoIhfQCgezBEVuYyaG,135.000000,3160.000000,47.000000,0.612500,1
16010611,M#zJ#RxE#kunl#oWIsa#dFANpb#weLgZGy#UVPhtCiHmfYKjrDOqBSXTcvQ,150.500000,4563.000000,61.000000,0.530303,1
16010612,B#La#PjX#wlVW#xuOhJ#HefdIt#kQcRosA#yDmKgYFrSNUiZpEnbqCGTvzM,131.500000,3098.000000,53.000000,0.688073,1
16010613,T#tY#HUK#nsqF#VxCND#uocBId#klrSXya#LhjizOAWgRPwQMmJeGEvpZfb,120.500000,2106.000000,53.000000,0.588235,1
16010614,s#po#RIP#GuJy#LNCcX#YHwkSD#jWtUMEd#imxAgOrhnbvfZQlBVeaTKqFz,144.000000,1753.000000,46.000000,0.623596,1
16010615,d#Tq#Osj#iPLA#MoXep#gfnhyN#DJIQkvK#YuWEacCzZHGlBFxVSbUrtRwm,152.500000,5259.000000,70.000000,0.490741,1
16010616,O#Ly#GNJ#RhCZ#qcFpH#wPSruI#ExMKmaU#bAdQlkjivTWteXYVzBnfsgDo,135.500000,3573.000000,52.000000,0.556818,1
16010617,O#AD#KPw#xydn#spLov#jECYlR#tigHIzk#mJZuUhWqfTXQcBbMGNFaVreS,148.000000,1647.000000,55.000000,0.543011,1
16010610,h#lq#yFa#sCrQ#ntBik#YUegdA#WbGLZMc#IvTmwJSzKpNPXoRxOVfujEHD,120.000000,3655.000000,60.000000,0.494186,1
16010321,p#Ty#uVF#rYas#gWdnk#IJDNRH#BbCctwE#OMKPAmLiGzvhjQeSoXUflqZx,139.500000,1576.000000,60.000000,0.549451,1
16010560,C#Iv#Vsb#BcEh#UTzZl#wWRMta#dODorgp#fxjkQPFAXNLGSieuyqnKHYmJ,131.000000,2144.000000,62.000000,0.494318,1
16010558,G#TR#Itp#oCKc#bZUmB#HFWfXa#LwkgEJq#ArVuMSvsPeYhDQOilNzdnyjx,188.500000,3474.000000,54.000000,0.563636,1
16010502,g#Mx#GZb#uIsH#zmJVE#iLtqoW#BcyDRla#SvfjkQpNFOTPYrCwXheKndUA,154.500000,1608.000000,45.000000,0.602041,1
16010503,T#Qc#OzI#tjwo#frgbu#PiJRXa#DMVydSN#eZlWCpsFYEGUxAqnhKBmHvkL,139.000000,1660.000000,44.000000,0.636905,1
16010504,d#hM#FNY#zlbs#Znqve#uTcjHG#EoSLDBW#OwJxVPtrapkQKRfUiXAImgyC,172.000000,3052.000000,54.000000,0.600917,1
16010505,O#CE#ViT#LFjn#IghWS#zqvYdm#bRGysoa#pADMwQXBZkltfrNUJPcHeuxK,158.000000,3079.000000,46.000000,0.605263,1
16010506,q#ES#Qkb#CcGz#MfBYp#TUXFPN#IuLtWva#ZyKsAomHiJrDgjxOVndRhewl,118.000000,976.000000,44.000000,0.668605,1
16010507,z#Pj#BMs#xNbT#FiRre#EqlZof#yvXcknI#wDQYWgdHCLpuVAUhGtOmKJSa,179.500000,4781.000000,54.000000,0.584112,1
16010508,x#Wp#KNI#qijR#JmeMD#PAEZnO#hvGVzTU#cslyXuCLwHBfSaoYdtgkQbrF,149.000000,2470.000000,47.000000,0.574074,1
16010501,V#MR#zgJ#ksuA#NlQcY#inDCbW#eIFSwfT#tZUBXGKmrvapjxLOyPoHEqdh,119.500000,1267.000000,41.000000,0.688312,1
16010509,U#aD#Tpj#qWeA#BsYGK#kIZoMP#VQutwJd#gmScFNLbrCfzvEXHOiylxnhR,137.000000,1816.000000,55.000000,0.563158,1
16010511,F#Pv#Sqr#CuGd#YsMWh#zKbUEn#VjpOJAw#DBHkimLgXoTRNyZaftIxeQlc,144.000000,1968.000000,55.000000,0.581522,1
16010512,y#oe#QRf#CcsG#gPWZv#pDiFxa#mwzdJrX#hnAOtBUbMYlLSNkHIEKVTjuq,120.000000,1657.000000,52.000000,0.658163,1
16010513,G#KV#exm#WiUO#BHwCZ#lgqXhA#DIYjyET#rdbnSJNsFvkMtpuafQLoPRzc,136.500000,2233.000000,57.000000,0.525253,1
16010514,f#qe#NaK#YAUd#Zxzvm#XjCisE#BRStDup#FQhMcIlJrOkHPoynTVgwbWLG,134.000000,3321.000000,49.000000,0.584270,1
16010515,r#Qa#BVm#wFLJ#cYiPk#pXUxAq#RWHCnbG#SOZTfIMhjDlEKguyvzsteNdo,118.500000,3241.000000,57.000000,0.552941,1
16010516,I#Oi#PVs#ZLQe#YSkvT#rzNguG#xtMhHBU#JXqDjwWRcFKylofaCmbAdEpn,134.500000,2661.000000,57.000000,0.505435,1
16010517,Y#mq#UdN#PFVM#tZceX#gpIaCy#TLjRhxb#skGoWQvOAKEHlunSzfwDBJir,137.500000,1287.000000,53.000000,0.578125,1
16010510,b#gv#Pkz#Jxjw#ohaYR#qISZEl#trMnyip#CNdBFWHAQfTsLemDGKuXVcUO,127.500000,2628.000000,41.000000,0.616438,1
16010518,u#bz#nBL#Cjxe#oAmQF#KwrilX#dpIGYEv#fsJTyZSRWPUhaNOkHqMgDtVc,106.500000,1624.000000,44.000000,0.601351,1
16010500,g#hI#Qax#SVMq#yBzNY#lJbPpC#erZUKft#vudGEFknDwXLHsjmoTOAcWiR,141.000000,2590.000000,50.000000,0.573034,1
16010498,E#Qh#Rlp#usIN#yjvDC#YOZSLz#XTgoWnP#FqmVHJbtKxfBewdkUGcrMiAa,154.000000,3907.000000,67.000000,0.526786,1
16010482,J#jg#UoD#zAWF#PsSnE#cpBMVK#CTbqxQf#wiaYhrGdOktXyIulLNvZmReH,127.000000,3261.000000,66.000000,0.510870,1
16010483,N#Pq#pRb#CHdI#YQvnz#ywBDxk#UtrAMLf#ZeGshOXmWualJgKcjSFTEiVo,125.500000,2567.000000,46.000000,0.642857,1
16010484,A#pZ#shU#mkdW#jNnQS#uzJvCG#xqceOFg#rtYaoIHRlwBDLiPKfbMXEVyT,107.500000,2349.000000,45.000000,0.666667,1
16010485,l#eq#Fut#EPMo#SrkBz#mNUKah#pVZdOwI#CsbQXWGDjJyixAgvHLnYRTcf,157.000000,4765.000000,73.000000,0.443966,1
16010486,G#zt#JgU#Hlhv#precy#NfqsaX#KjFniBO#QVTSWDYwLAbEkMmPdoxCRuIZ,115.000000,1189.000000,49.000000,0.672414,1
16010487,g#Vm#rKM#ExJu#qasCl#IDTSbj#kZHoPeQ#dWfGLzwNRYOXntBFcAhyivpU,134.000000,2749.000000,47.000000,0.556180,1
16010488,Y#NL#Cnj#lhBF#GXsKA#pdMgHt#ZcPkeoI#URwmbzvEyfVTaOiDJxuqWQrS,148.000000,1962.000000,57.000000,0.553922,1
16010499,c#OC#zwK#VbqL#xerZo#lQNRSg#FDJhXAu#jImiPsTkHWMGafpEnUyvtYBd,135.500000,1483.000000,46.000000,0.607595,1
16010489,D#zv#Ffd#JXHh#GOVMj#lUsmAa#tPuRKZc#CYSpTgnbwyrWIBioxLkeqQNE,136.500000,1376.000000,42.000000,0.601190,1
16010491,z#xr#Hgm#CRPF#QAJhN#LWtYTj#XGnpOSa#qUkKeMsvVwyfuBDdlEocbIZi,151.500000,1426.000000,54.000000,0.552632,1
16010492,G#xb#eav#NAFz#WMdQy#DTVYBR#fwkcpJh#lIomKjgELuOCntsiSZHXPqrU,136.500000,3160.000000,53.000000,0.562500,1
16010493,n#Al#UDZ#EBua#HtNsb#eYocWg#TfhqprJ#iKzxXQmLPSMCGdjvFIkyOwVR,98.000000,1133.000000,39.000000,0.733333,1
16010494,j#CI#BoN#WlZY#KJTUL#uisPXD#qvmSdMx#fcnEhwrbgGAQOepHtyVRFkaz,152.000000,4371.000000,58.000000,0.489796,1
16010495,g#bR#YND#PWru#piVmA#dQOHqe#IlGLTfo#ZKahFEXzBytxUMJnkCscSvjw,131.000000,1966.000000,52.000000,0.597826,1
16010496,y#eP#WCd#Xoza#bmhsc#BguIDp#VFlfwjY#qQTALSZvGxrHJONMtUiknKER,87.500000,765.000000,33.000000,0.710145,1
16010497,e#yA#CBg#cLbo#XPwnj#SGqtxh#QrTEUIF#kDsZOivaJfzupKdWYHlRmVNM,136.500000,3917.000000,63.000000,0.521277,1
16010490,p#FN#kdg#fSMm#RyQLE#AVDanO#whsvJqK#PlcrtCHxIBbYWTojuGzieUXZ,143.500000,2646.000000,75.000000,0.460000,1
16010559,z#iM#bdy#WIQK#DEBpN#VRxrwP#etUHuTY#sLAvgfjXSacmFqCOklZGnJho,122.500000,1923.000000,48.000000,0.638889,1
16010519,N#bZ#Tnc#hlKa#rQyVx#PpfBzq#OHMwsIk#jDSJLFgRmeGEoAUtWYduXCiv,176.000000,5050.000000,53.000000,0.563725,1
16010521,U#ae#dTW#wEbL#giMpq#FBClnA#GzkuZVX#IfhQcHYPSKxJORtyNvmDrjso,155.000000,1808.000000,54.000000,0.550000,1
16010542,R#bl#tdx#aznq#LjYAv#BTVOMg#ZkwSsPN#iDJFoHEWIQycrefUGhCXupmK,160.500000,5256.000000,61.000000,0.535714,1
16010543,m#KT#Oac#EeCH#gdFik#GvylWo#IpbuLDx#AJRXjzPYwqrhUsQZSfNBMVnt,101.500000,1311.000000,50.000000,0.616279,1
16010544,f#gT#DkN#Yhsj#BOvwm#PcnuFL#eCxAptZ#oQSRMUKqiElrdHyIXaWzGJVb,128.500000,1630.000000,52.000000,0.626374,1
16010545,K#jO#FbI#Mrcn#YSBVH#vDpiNo#gehEfGw#lLsTxmzyduUAZCkWXtRJaqQP,119.000000,2064.000000,62.000000,0.593750,1
16010546,U#wN#QdW#JuDA#CEsmn#VYfvyI#xzPLcpo#MHXbSKkeOiGgqjTRBtlFarZh,147.500000,4005.000000,55.000000,0.601942,1
16010547,i#OD#eAB#MzSr#mQcYu#GEfnwT#JItpPxa#yFVhbXqdlKCkLZvURjWNHosg,149.500000,3579.000000,51.000000,0.570652,1
16010548,x#BW#yao#zKVc#ZHSbg#DhLEUX#jQGpmqO#vICFJsrPMkdTwilNRnetfYAu,159.000000,4278.000000,52.000000,0.559140,1
16010541,Y#kn#MXL#Khiw#RHJrS#yxZueF#fEOqtjW#csgUDVvBPIQANbGpldCzomaT,101.500000,2415.000000,47.000000,0.668750,1
16010549,r#qT#aMH#wtgL#IsnCX#meiJQP#bSkRFyl#GKApdzouVEcxZOWBvYhUfNDj,128.000000,2168.000000,41.000000,0.634615,1
16010551,g#Dw#JVr#yoNL#hvmkn#ApsfKd#XTOiCzB#qGWxjSIcZaPtHbYReUFQElMu,126.500000,2213.000000,49.000000,0.626506,1
16010552,d#Ob#NLg#AfZC#HoWJe#BisSYI#GmKxPUa#QMyTnqchtzrjFDvRVwpluXEk,124.500000,3160.000000,57.000000,0.529762,1
16010553,c#BX#wtj#oNlz#CikDa#HfpsvP#QbrTnyx#GSmYWIeAdMqVgFOZREUJKuLh,181.000000,6133.000000,79.000000,0.467480,1
16010554,J#eI#VBx#mHtW#khySu#PlzvAU#fwsnoKD#jYRQEdqTpCGcraXgZLNMFiOb,142.000000,2001.000000,55.000000,0.556122,1
16010555,w#nS#ExZ#Hfyo#pFkij#XeQUKA#PrDIOWh#CNbRgmtaYMscqTLVvlJGduBz,146.500000,3139.000000,57.000000,0.534314,1
16010556,V#LX#fZz#KaSH#yOUJA#QrmPpo#CIEMhqx#eYnjbDwtclWNvuTBidkGsRgF,59.500000,667.000000,21.000000,0.923913,1
16010557,l#tI#fAD#vsVj#nXHmu#pLETeQ#qYRdJCg#hzBUiFWaoZrwbSMPykxcGOKN,144.000000,2146.000000,51.000000,0.646739,1
16010550,Y#QH#XSf#ctuO#gpJLR#vwPanj#oUqkCrK#lezFdxbIZDGBhVmNTWiAyMsE,137.500000,1946.000000,49.000000,0.604651,1
16010520,D#Br#EXd#LnOa#uFbYl#wTzPoK#HjVyUCm#hNMGAStRqgQZepfWsikcJIvx,111.000000,1498.000000,39.000000,0.697531,1
16010540,v#zY#Zyu#cwjp#ODGVN#hCTiKg#BlMEoUQ#RXHSxdsPaLAtebJmrkFWnqfI,125.000000,3004.000000,48.000000,0.577381,1
16010538,B#RD#ZWa#UOGH#vSscT#uFKgoM#YLNybCp#xdzrnfAXJjkEhwlPmVqIQtei,134.000000,3570.000000,48.000000,0.604651,1
16010522,J#gk#xrX#ODNM#qyoGZ#plYAvF#EtVjfnU#uiBhHaKmebWdTQLcRszwCPIS,103.000000,1120.000000,51.000000,0.566265,1
16010523,S#EJ#LdK#UNRn#IqCig#GesVrZ#TmlhbfH#cAXvupjDOzFtkaYBWowyxQMP,164.500000,2563.000000,64.000000,0.500000,1
16010524,v#nG#iBR#pIfQ#YlEZs#DXAzjC#gboVhJx#NywWeMdFtuKUPkLamHcTrqSO,123.000000,1456.000000,55.000000,0.552326,1
16010525,y#Ga#oMZ#gjet#QCiRu#PwbOnr#xIsNFJK#kAYcTHzBVpqXmdvWhUSDLlfE,148.500000,4371.000000,57.000000,0.531915,1
16010526,X#GE#hmv#ngHa#MFTws#yueLcK#fVrNqWb#dzAliBOQYISCUpktjPxDJoRZ,129.000000,2400.000000,64.000000,0.542056,1
16010527,a#Sc#tTz#ueIP#XJMxs#ofULZi#nwqOFkj#hKGgAHRvEBCdQlVmrWNYpyDb,127.000000,1918.000000,59.000000,0.477778,1
16010528,W#de#XpL#NlVY#wSxvu#ECGzKt#sBUoTfI#kPDcnrMhiQqFmjJbaAOHyZRg,173.000000,3541.000000,50.000000,0.561224,1
16010539,k#rf#mYb#OVNW#KEtMc#LwHJBI#DvRQUos#ZTCgdXSpjPiqnahAzeGxlFuy,164.000000,3700.000000,50.000000,0.598039,1
16010529,G#zR#knX#MbKo#gQhYy#weWctN#jSrlpLF#TUvAmDExVOiBPHCqJZdufsIa,120.000000,2758.000000,72.000000,0.500000,1
16010531,J#KX#Dkh#HIjx#frTuS#wtZGCo#sbBVyEl#WQAaPcMROemdqLFigzvnUYNp,133.500000,2742.000000,58.000000,0.543689,1
16010532,p#Lh#ECm#bWQo#lIPkV#UzasXv#fGuijTt#BqAeHgNKFYynJSRwdcOMrZxD,127.500000,1455.000000,45.000000,0.606250,1
16010533,v#Ul#wRQ#LVIy#xJcMC#TfdSAu#YPzBghE#mWZkaXtDriFsKpHeGoqjbnNO,143.000000,1457.000000,47.000000,0.654255,1
16010534,O#nI#oku#PfCT#StiXW#xqjVbm#wgQLKFB#pEJUAczyMdhGHYaDRvserlNZ,104.000000,2421.000000,48.000000,0.610526,1
16010535,e#nE#ldM#HSfq#IvVhi#wYacGO#XjQCyTN#uFWDkobgUZtsJrzPBmRxKALp,159.500000,4005.000000,46.000000,0.615385,1
16010536,R#nf#ktU#YZJC#Syqlp#WTMEvX#AKNzsLO#ajVxeDibFIPHmQwdghGucrBo,91.000000,2346.000000,51.000000,0.596591,1
16010537,Z#qn#TXC#eUcp#kKzyr#hvWEbD#fNuPMoQ#aOxwVAilFJLIRmYgBHjtSGds,109.000000,1882.000000,62.000000,0.500000,1
16010530,j#DA#kpl#HTVq#oxieB#srfytJ#GSzcRhU#nbOKZPuCvWdmQYEXgwNaIMFL,137.500000,1480.000000,57.000000,0.622642,1
16010320,V#zE#waO#Djnq#Hgfsk#cKmtMU#dFGLYbC#AWoIieQRlxuJvSThNyBXpZPr,143.000000,1714.000000,59.000000,0.530000,1
16010478,v#XF#gLC#WtzN#oesRG#DKEjHn#udVmIPY#xSAMwryJblBOacpiqZhQkTfU,106.500000,565.000000,44.000000,0.670455,0
